cycle,cell,psi,residual,resnorm
2,12,0.840378270001727,-3.069436900204892e-05,0.0003919379011700978
2,13,0.6028716146747396,0.0003392298882936018,0.0003919379011700978
2,14,0.3969562674671609,0.0001686645278095589,0.0003919379011700978
2,15,0.15957319924719,2.811075463504675e-05,0.0003919379011700978
2,16,0.7326935573183867,0.0001154406961321186,0.0003919379011700978
2,17,0.5558985146047248,9.098611262925438e-05,0.0003919379011700978
2,18,0.4440183871431274,2.811075463493573e-05,0.0003919379011700978
2,19,0.2672652643983862,0,0.0003919379011700978
3,0,0.8742959199989315,-6.62347603404001e-05,1.501883259687991e-05
3,1,0.6243706672610329,-2.25221738472392e-05,1.501883259687991e-05
3,2,0.3756697887193259,-1.405573893498158e-05,1.501883259687991e-05
3,3,0.1257329943776419,-2.992754650738005e-06,1.501883259687991e-05
3,4,0.8727467779743525,1.057833951323417e-05,1.501883259687991e-05
3,5,0.6231237708909938,-9.606122769456604e-06,1.501883259687991e-05
3,6,0.3768916487803681,5.602277357574792e-07,1.501883259687991e-05
3,7,0.1272591960365909,1.660620467053286e-06,1.501883259687991e-05
3,8,0.8663247773213509,-2.78320067437221e-06,1.501883259687991e-05
3,9,0.6184763834254521,1.541376140690165e-05,1.501883259687991e-05
3,10,0.3815143997022976,1.063240680426736e-05,1.501883259687991e-05
3,11,0.1336729976454118,3.194187470328957e-06,1.501883259687991e-05
3,12,0.8403979420062753,1.596437028306141e-05,1.501883259687991e-05
3,13,0.6029579995485729,1.471076226200463e-05,1.501883259687991e-05
3,14,0.3970272013647626,7.20404603216096e-06,1.501883259687991e-05
3,15,0.1595945866756409,1.200674338730501e-06,1.501883259687991e-05
3,16,0.7327228975317356,5.73897592470729e-06,1.501883259687991e-05
3,17,0.5559451821600635,4.009858562081803e-06,1.501883259687991e-05
3,18,0.4440490235785712,1.200674338619478e-06,1.501883259687991e-05
3,19,0.2672739350423687,2.220446049250313e-16,1.501883259687991e-05
4,0,0.8742725292073048,-9.836742944635546e-07,6.67094714176808e-07
4,1,0.6243469445694868,-1.115927793504667e-06,6.67094714176808e-07
4,2,0.3756535311639658,-2.908636854148661e-07,6.67094714176808e-07
4,3,0.1257277630082783,-8.510331162003837e-09,6.67094714176808e-07
4,4,0.8727421885854382,1.711800121650953e-07,6.67094714176808e-07
4,5,0.6231136574093965,4.712759449354564e-07,6.67094714176808e-07
4,6,0.3768855950504468,4.334552678453285e-07,6.67094714176808e-07
4,7,0.1272575123588163,1.504456480505567e-07,6.67094714176808e-07
4,8,0.8663249274905016,9.519240056210521e-07,6.67094714176808e-07
4,9,0.6184803727081593,1.156719550476915e-06,6.67094714176808e-07
4,10,0.3815181127248766,6.554027248695249e-07,6.67094714176808e-07
4,11,0.1336743541810045,1.843806687051863e-07,6.67094714176808e-07
4,12,0.8404030280829164,9.282693236301043e-07,6.67094714176808e-07
4,13,0.6029659499274128,7.994780991671391e-07,6.67094714176808e-07
4,14,0.3970327843626208,3.975764124031222e-07,6.67094714176808e-07
4,15,0.1595963302019982,6.626273546528338e-08,6.67094714176808e-07
4,16,0.7327251912659914,2.945210217930594e-07,6.67094714176808e-07
4,17,0.5559484140340538,2.131957430595577e-07,6.67094714176808e-07
